,index,amazonIDs,recording_mbids,genres
1471,1940,B000000X0J,aca56d07-0753-4b32-b4b9-d372daffc7c7,"Oldies,Jazz,Vocal Jazz,Traditional Pop,Pop,Easy Listening,Vocal Pop"
1472,1941,B000000X0S,"d5e5fd1c-87b4-4196-95dc-9ae82ee1fa2a, 64574749-5444-48c6-9b79-d79c802412eb, e2cb6395-728b-40b5-9e40-3ec34b8cc5ec, 0f7d7902-8410-4f07-b3cb-94e71419b541","Rock,Vocal Pop,Oldies,Pop,Easy Listening, Rock,Vocal Pop,Oldies,Pop,Easy Listening, Rock,Vocal Pop,Oldies,Pop,Easy Listening, Rock,Vocal Pop,Oldies,Pop,Easy Listening"
1473,1942,B000000X10,"01992886-9fc3-4c2f-8c45-93ed6002da9c, 64f1877a-dcff-4d76-b0e4-ceb8d56282b2, 020db874-f6b7-4e85-9076-fdbed2e23363, 00d2b34e-6039-43f2-8202-d749069defb3, 17d3bd8d-9527-4763-af3e-d06bfb8339ba, 174c5652-8830-4fa3-a62f-b8cded6a3cf2, aaea6677-a107-463d-bcf8-6bc7e47db3a4, ab202a6e-35a7-4fb3-a7f5-9d1fa889dc97, ea8100ec-0b84-4118-a08c-7dd52fb12dce, 4b39b7f7-e1bb-49ea-9710-6623200fcba3","Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk, Pop,Broadway & Vocalists,Musicals,Folk,Traditional Folk"
1474,1943,B000000X1O,5a1e0768-3586-4090-b6ba-5cdb56f355d2,"Vocal Pop,Oldies,Classical,Traditional Vocal Pop,Traditional Pop,Pop,Broadway & Vocalists,Musicals,Cabaret"
1475,1944,B000000X3C,99025938-e21d-4fc6-9334-6fed0a409dd6,"Alternative Rock,Pop,Psychedelic Rock,British Invasion,Rock,Classic Rock"
1476,1945,B000000X4J,"dc49455e-0d09-4eff-a9b0-bd67c87da19a, 02a7eaa0-9482-4ee1-8d58-ae766945ee50","Pop & Contemporary,Christian,Soul,Pop,R&B,Gospel, Pop & Contemporary,Christian,Soul,Pop,R&B,Gospel"
1477,1946,B000000X54,"69ce5a30-ccc0-4b8e-b803-e2e2ab2cbd3b, 1372a75c-636f-4ec9-bb4b-f54773d47889, 1849b5dc-f63b-45da-b60f-10518c1a7fb4, f3275b1a-dd2d-459e-874b-dd9356ab3eea, cbbe055f-687a-4cf1-8505-48f9f2b70019, 6aa9ce36-49f9-49f7-9a92-19ff3ff89ea3, a7d741dc-9d97-4478-9450-9acd7b306f2f, 504c4f6d-0529-497b-9a23-b73c4afca852, cdcd160c-94f2-48f5-9e1a-7257887f038a, 231b8a24-1287-405b-80f1-8f00354b5cb6, 85c22a74-1d00-41f0-ad09-edb356fb0711, d3afefc2-17be-4159-b7a4-de8d260e4402, 112fe518-e118-44f2-8c97-476b3b4a7c48","Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic, Progressive,Ambient,Pop,New Age,Dance & Electronic,Rock,Meditation,Electronic"
1478,1947,B000000X58,"fb0cbb8a-800a-466d-ad62-c615e7a45558, 16a4dfef-ef5c-46b3-b5b6-d3c4a54102a6, 037b1246-7770-45a7-979f-77ffb6a2ae06, 6d0c70cb-cad8-4abb-a2bd-e278bd20e174, 722ed49e-d88a-41bd-b439-848023d584e1, c72add30-1d52-460c-907a-0803e2cb707e, e781bffd-15e2-4605-9042-416e1d2d7f28","Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation"
1479,1948,B000000X5A,"9c0bab72-d653-4dd8-b260-cf26e563b620, c62744b9-1fca-4d00-b8b5-e33c3d7f2b4f, 14f5845b-0567-42b7-a34f-02b2f083bb28, 730c5944-d230-4a4a-b189-c97300d94782, 48d872ae-e7dc-4b6f-b224-c929cf2b342f, f460394a-707a-4e55-b5fe-1afb8078dbf3, 3a53d7c7-64fe-41d6-84c0-c0e8ab98c395, 86ae6e07-a98d-400b-9d43-b92f0e77e70f","Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,Ambient,Meditation,Electronic"
1480,1950,B000000X5G,6043adc6-8da9-491f-9258-6aeabc0398bb,"Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation"
1481,1952,B000000X5Z,"44dd36e5-b586-4e64-ba8a-7fcd82410a9b, 337f091c-ab06-4f61-b696-d6abfe0a552e, 9204f829-9a4f-4cce-a220-99c3b05673ed, b831ee68-6412-4cbe-9a0a-7f300703deee, 2419e43e-4c4b-4055-b35a-5904463da114, 40dcebdd-557d-44a3-8f20-11bb02177cd8","Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,World Dance,Electronic,Meditation"
1482,1953,B000000X68,"ca8baca1-063a-4069-bde9-1af8be136030, a4cb04a1-b483-4b10-b415-c3c35d7a62d6, 1562e82b-5194-4301-8723-d720767b1c49, 549fab70-2690-4006-88f8-a49973747d42, 27bc4633-0699-47d2-b323-43c1bb5dd9a1, 5810c507-37d5-4aed-8cde-57aeb34ee08e, 7a1d8210-6b80-46de-99fd-21c3895209ac, 5a95e0e1-5e13-4804-a663-6763799fd6ea, 81deaa04-2589-4a5b-9758-dbb1868e6faa, 4b49d34c-983b-4ecb-a5d0-3ae8b3206460","Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Pop,New Age,World Music,Meditation"
1483,1956,B000000X6O,"0b73ff1e-22b8-44d4-bf77-81497219f0cc, 81d48a21-2be5-4ae8-8308-029894afc7c9, 96d9d038-1575-4d84-95c6-bbb7b17e11eb, 95b9226e-1388-415b-8cf3-d46ce2acd19e, 358e918b-d827-43af-9646-214612d09390, 85fbde6d-f164-4890-8090-99e6812d6fb9, 7af81a78-1120-4df3-9f52-252fc7eadff5, c3a410e6-80c3-492d-afca-c2f6a078c460, a08a1690-1f3d-4944-b941-2e8161421fb9","Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Alternative Rock,Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation"
1484,1957,B000000X6W,"d473d01c-fb41-46f8-b309-670075c85207, 4f7fd4ab-a7a4-4b29-a18b-b67f35479139, 5cdcd04e-5e77-4813-b848-139f6df0db16, 1b7bd11c-02d1-49f0-813c-9a85fb92c107, 5a903490-a12c-4927-a9a5-1ea8ca0108ce, cc61643e-a26c-426e-93b6-380653432614, 4fd5ecb5-270f-49cf-8593-e61d0c02725f, 77a1058f-d2da-451f-87c1-3a4090ba9fcb, 688f6b39-2c16-4e14-aeb6-5062d9f21791, 5bbf8f4a-0337-45e1-ac42-4a3af01308ab","Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Pop,New Age,Dance & Electronic,Ambient,Meditation,Electronic"
1485,1958,B000000X74,b4321ba6-dce7-4a8d-8328-135265be0b9e,"Europe,Ireland,British Isles,Celtic New Age,Pop,New Age,World Music,Meditation"
1486,1959,B000000X7V,"f19ce44b-efac-4b30-aaf1-d8225d170c01, 70e14206-47af-40af-9867-cc0c6877bd2b, 587b308a-910b-4c8a-af33-fa7d932c2ebd, 6d4e5872-2422-4283-a77b-594ad73eba0c, 9149da0b-4143-4343-afb6-8f370f5459ed, af1f94b9-cb08-42e3-96b9-e453845867a9, 84fae441-c5dc-4054-8d94-cdcfd36509a6, ce789c77-bb5e-4f82-8cea-79362998645a, d4498077-5666-44e9-8c18-512f6fef349e, 53cc73bd-d531-48e0-aa63-4265c20a09cf","Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation, Progressive,Electronica,Rock,Pop,New Age,Dance & Electronic,Ambient,World Dance,Electronic,Meditation"
1487,1960,B000000X7Y,"7558bcbf-6178-4c68-9e88-0156e223d7d7, d79a80b8-82d2-4ed5-af35-c6fcf9929684, 501effdd-1fd2-49fd-bc3b-4f93dc041971, 3b3f71d8-bbe8-4350-a043-6ddf17a02ebd, 41dbb874-4350-4ce1-8c1e-ddad30f11937, 33ceacaf-10f2-48ed-b7b3-0586468edb81, 92c69978-2d7b-4616-8b65-772f43586841, 5eede1b6-5c8c-424b-abe1-b6d819cb3266, 67565f79-e7aa-453a-b176-f0fddaf4e055","Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation, Jazz Fusion,Jazz,Celtic New Age,Pop,New Age,World Music,Meditation"
1488,1961,B000000X82,"66ed9e29-4b47-4cb9-8c67-50052d00e6de, 56602fc7-3c94-4d46-9910-da0790e3428d, 2ab5062f-fac0-4aa5-81c8-95549ae1254d, 330aed36-8b9c-4447-b1eb-df5188aec1de, 411100e9-2355-46c7-8e99-d47d0134dee2, 92ecb8b1-591e-45db-87d7-3e21de3cbb88","Alternative Rock,Europe,Indie Rock,Electronica,Indie & Lo-Fi,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation,American Alternative,Continental Europe, Alternative Rock,Europe,Indie Rock,Electronica,Indie & Lo-Fi,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation,American Alternative,Continental Europe, Alternative Rock,Europe,Indie Rock,Electronica,Indie & Lo-Fi,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation,American Alternative,Continental Europe, Alternative Rock,Europe,Indie Rock,Electronica,Indie & Lo-Fi,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation,American Alternative,Continental Europe, Alternative Rock,Europe,Indie Rock,Electronica,Indie & Lo-Fi,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation,American Alternative,Continental Europe, Alternative Rock,Europe,Indie Rock,Electronica,Indie & Lo-Fi,Pop,New Age,Dance & Electronic,World Music,Ambient,Meditation,American Alternative,Continental Europe"
1489,1962,B000000X8B,"9bd4a7b2-0f90-4a44-a94f-991edd2612e3, 44b19fa7-bf6a-46d6-934f-ca37c218d052","Alternative Rock,Progressive,Rock,Special Interest,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,Meditation,Electronic, Alternative Rock,Progressive,Rock,Special Interest,Pop,New Age,Dance & Electronic,Techno,World Music,Ambient,Meditation,Electronic"
1490,1963,B000000X8F,"a5a71b25-362d-43ee-9b8b-3f63bef1244f, 0594c13c-8b3d-4999-8429-8894161ebc4a, 5e0cbdca-4279-4fbc-9480-d1f2c57e28ee","Irish Folk,Contemporary Folk,Children's Music,Lullabies,Ireland,Europe,Christian,Jazz,British & Celtic Folk,Traditional Folk,Instrumental,Dance & Electronic,Jazz Fusion,British Isles,Celtic New Age,World Music,Sing-A-Longs,Classical,New Age,Britain,Ambient,Meditation,Folk, Irish Folk,Contemporary Folk,Children's Music,Lullabies,Ireland,Europe,Christian,Jazz,British & Celtic Folk,Traditional Folk,Instrumental,Dance & Electronic,Jazz Fusion,British Isles,Celtic New Age,World Music,Sing-A-Longs,Classical,New Age,Britain,Ambient,Meditation,Folk, Irish Folk,Contemporary Folk,Children's Music,Lullabies,Ireland,Europe,Christian,Jazz,British & Celtic Folk,Traditional Folk,Instrumental,Dance & Electronic,Jazz Fusion,British Isles,Celtic New Age,World Music,Sing-A-Longs,Classical,New Age,Britain,Ambient,Meditation,Folk"
1491,1964,B000000X8U,"a4cfa730-6ea9-413e-a07e-45caa3792e38, 9936dc82-17e4-4fad-bd95-1a3d967e3ee3, a16e0417-a48f-4262-b412-01afc7133ad6, 08ff022f-95fc-482c-b220-1754d850b5a3, 404de773-fa5b-488d-ae93-05b760a98a8a, dc7ec84a-af54-4f5a-ba84-fff3385a39e9","Jazz,Latin Pop,New Age,Latin Music,Pop,World Music,Meditation,Flamenco, Jazz,Latin Pop,New Age,Latin Music,Pop,World Music,Meditation,Flamenco, Jazz,Latin Pop,New Age,Latin Music,Pop,World Music,Meditation,Flamenco, Jazz,Latin Pop,New Age,Latin Music,Pop,World Music,Meditation,Flamenco, Jazz,Latin Pop,New Age,Latin Music,Pop,World Music,Meditation,Flamenco, Jazz,Latin Pop,New Age,Latin Music,Pop,World Music,Meditation,Flamenco"
1492,1966,B000000XAN,"0811a302-212c-45da-b54a-e38673395fdc, 11d2c75d-f7ce-482b-a123-5fca553e81c9, c522a1cd-294d-4f96-b82c-1801f4ba7711, 1e436201-28d3-4378-8971-f71f1cf3b026, fac993e0-71bc-4e48-825b-21826470839c, 3f535154-60d2-4052-921a-e4608a3da183","Swing Jazz,Jazz,Vocal Jazz,Pop,Jump Blues,Regional Blues,Blues,Vocal Pop,Delta Blues,Vocal Blues, Swing Jazz,Jazz,Vocal Jazz,Pop,Jump Blues,Regional Blues,Blues,Vocal Pop,Delta Blues,Vocal Blues, Swing Jazz,Jazz,Vocal Jazz,Pop,Jump Blues,Regional Blues,Blues,Vocal Pop,Delta Blues,Vocal Blues, Swing Jazz,Jazz,Vocal Jazz,Pop,Jump Blues,Regional Blues,Blues,Vocal Pop,Delta Blues,Vocal Blues, Swing Jazz,Jazz,Vocal Jazz,Pop,Jump Blues,Regional Blues,Blues,Vocal Pop,Delta Blues,Vocal Blues, Swing Jazz,Jazz,Vocal Jazz,Pop,Jump Blues,Regional Blues,Blues,Vocal Pop,Delta Blues,Vocal Blues"
1493,1967,B000000XAO,"3c2ba394-4b9a-417a-9e1c-954e1177a398, d4932dea-f18f-42c4-b331-48a093c240ce, ac765eac-b6e2-4017-8313-96b0f934eee1","Jazz,Pop,Bebop, Jazz,Pop,Bebop, Jazz,Pop,Bebop"
1494,1968,B000000XB5,94b63a42-b69a-4cd3-a742-131eaa100958,"Cool Jazz,Jazz,Pop,Bebop"
1495,1969,B000000XCA,ea0e669f-9711-420e-a5f2-c043c16f9354,"Country Rock,Country,Southern Rock,Rock,Pop,Roots Rock,Rockabilly,Album-Oriented Rock (AOR),Oldies & Retro,Classic Rock"
1496,1970,B000000XCT,bfa1dc68-3851-4bd9-a7cb-7abb036a473d,"Country Rock,Country,Southern Rock,Rock,Pop,Album-Oriented Rock (AOR),Classic Rock"
1497,1971,B000000XD1,"bc7696e8-1ad2-4151-9381-f9617225e04a, 12918d28-d9c5-43c0-897c-d5c7b28ed481, 59acd3c2-834d-4147-9306-ef2aef5ba58d, 5f696626-ea10-4508-b647-966d78fd6673, 61b68d87-6497-4251-ae1c-ddf36aabe1cc, 064e947f-d0a6-45c9-8ce6-055737721ba4","Australia & New Zealand,R&B,Electronica,Pop,Dance & Electronic,Techno,World Music,Dance Pop, Australia & New Zealand,R&B,Electronica,Pop,Dance & Electronic,Techno,World Music,Dance Pop, Australia & New Zealand,R&B,Electronica,Pop,Dance & Electronic,Techno,World Music,Dance Pop, Australia & New Zealand,R&B,Electronica,Pop,Dance & Electronic,Techno,World Music,Dance Pop, Australia & New Zealand,R&B,Electronica,Pop,Dance & Electronic,Techno,World Music,Dance Pop, Australia & New Zealand,R&B,Electronica,Pop,Dance & Electronic,Techno,World Music,Dance Pop"
1498,1972,B000000XD4,"e853cb57-4ab5-4cec-b1b8-17678f9911cf, 99b374fd-818b-42fb-b33b-020c57005af3, 3907efab-1ddc-4d2d-85c9-13b409e6bb5d","Country Rock,Rock,Jazz Fusion,Country,Jazz,Pop,Jam Bands,World Music,Soul-Jazz & Boogaloo,Blues, Country Rock,Rock,Jazz Fusion,Country,Jazz,Pop,Jam Bands,World Music,Soul-Jazz & Boogaloo,Blues, Country Rock,Rock,Jazz Fusion,Country,Jazz,Pop,Jam Bands,World Music,Soul-Jazz & Boogaloo,Blues"
1499,1974,B000000XDD,84969815-f2ef-4ee0-b7b8-65df748143d9,"R&B,Soul,Pop,Disco,Dance & Electronic,Dance Pop,Blues,Funk"
1500,1975,B000000XDF,504c4aac-51dc-4c1f-9d9b-24a67b22396c,"Jazz Fusion,Jazz,Pop,Jam Bands,World Music,Rock,Blues"
1501,1976,B000000XDR,"93649d78-ea15-4eb0-83a9-7ed8255a511a, 0f11ec09-f75d-4bff-894c-8083fb0302dc, 57c9226a-a1d3-42ea-945f-5cbbfdd4ae6a, c493b64b-3132-453f-9317-3d2499599221, 87e61da1-ed42-4ce2-bfb0-8fdbadd1fe9c, 46c17ef0-9a40-4b97-97b9-2b3dad9bde5d","Folk Rock,Country Rock,Pop,Singer-Songwriters,Rock,Psychedelic Rock,Folk,Classic Rock, Folk Rock,Country Rock,Pop,Singer-Songwriters,Rock,Psychedelic Rock,Folk,Classic Rock, Folk Rock,Country Rock,Pop,Singer-Songwriters,Rock,Psychedelic Rock,Folk,Classic Rock, Folk Rock,Country Rock,Pop,Singer-Songwriters,Rock,Psychedelic Rock,Folk,Classic Rock, Folk Rock,Country Rock,Pop,Singer-Songwriters,Rock,Psychedelic Rock,Folk,Classic Rock, Folk Rock,Country Rock,Pop,Singer-Songwriters,Rock,Psychedelic Rock,Folk,Classic Rock"
1502,1978,B000000XEF,19be1398-6ffa-45de-abbb-1590c56e45f4,"Alternative Rock,Folk Rock,Proto Punk,Comedic Music,Comedy & Spoken Word,Pop,Psychedelic Rock,Rock,Hardcore & Punk,Classic Rock"
1503,1979,B000000XEG,"682eebff-c540-474d-bf76-e2896daf8608, 6888273a-886d-4a04-86fb-489e4ae5bc5b","Alternative Rock,Folk Rock,Proto Punk,Comedic Music,Comedy & Spoken Word,Pop,Psychedelic Rock,Rock,Hardcore & Punk,Classic Rock, Alternative Rock,Folk Rock,Proto Punk,Comedic Music,Comedy & Spoken Word,Pop,Psychedelic Rock,Rock,Hardcore & Punk,Classic Rock"
1504,1984,B000000XF8,"00ff0c21-4578-49bb-8459-4b7d92d28375, b386839d-c4f7-41e6-9082-d68a67508730","Jazz,Latin Pop,Modern Postbebop,Bebop,Pop,Soul-Jazz & Boogaloo,Latin Music,Latin Jazz,Cool Jazz, Jazz,Latin Pop,Modern Postbebop,Bebop,Pop,Soul-Jazz & Boogaloo,Latin Music,Latin Jazz,Cool Jazz"
1505,1985,B000000XF9,"5cf21d00-ff54-4e19-a332-65e251cf6a10, 461a4a98-6a5e-4d9f-b69d-aed4306cab79, 595b355e-238f-46ff-a450-cde40a3a9117, 9f4d2f2b-806e-4cbe-aca8-4fbaddc5be35","Cuba,Jazz,Latin Music,World Music,Soul-Jazz & Boogaloo,Salsa,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Soul-Jazz & Boogaloo,Salsa,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Soul-Jazz & Boogaloo,Salsa,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Soul-Jazz & Boogaloo,Salsa,Caribbean & Cuba,Latin Jazz"
1506,1986,B000000XFB,4464a42f-b24b-4141-a5e2-e2896677bdc0,"Singer-Songwriters,Pop,Folk,Traditional Folk"
1507,1987,B000000XFK,"5fb9eb7f-971e-410b-9686-d82dc45f938d, 7ec6be11-f179-4e46-b525-a397076948ba, 4e5e47f1-9c81-4ab1-9b04-00b307e8a285, ecf3bcba-b205-4c38-bf07-2bb7ef4de47e","Jazz,Pop,Cool Jazz, Jazz,Pop,Cool Jazz, Jazz,Pop,Cool Jazz, Jazz,Pop,Cool Jazz"
1508,1988,B000000XFM,"e0c5d4a5-a0ec-45ec-a25f-076ba4f9b4df, af848dc5-bf39-4eeb-b227-9edc53d0fff3, 4c5a7621-f693-4e14-9b79-6bd6578210a3, 37aa1691-3ceb-46d5-a68a-5eadca7b73c6, 64265f35-4788-42ab-b960-4021114e8455","Cuba,Jazz,Latin Music,World Music,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Caribbean & Cuba,Latin Jazz"
1509,1989,B000000XFP,"c191725f-2336-49ee-a84d-9a474803e6e8, d795129b-0213-46a4-a1d4-6d33d0dfa9f4","Cuba,Jazz,Latin Pop,Modern Postbebop,Bebop,Pop,World Music,Soul-Jazz & Boogaloo,Latin Music,Latin Jazz,Caribbean & Cuba,Cool Jazz, Cuba,Jazz,Latin Pop,Modern Postbebop,Bebop,Pop,World Music,Soul-Jazz & Boogaloo,Latin Music,Latin Jazz,Caribbean & Cuba,Cool Jazz"
1510,1990,B000000XFS,"4a1b36aa-7e5d-46fd-bdaf-03e34609a56f, ce12b8b2-ef9e-4700-a63b-80f6c2ad6f33","Cuba,Jazz,Latin Music,World Music,Salsa,Caribbean & Cuba,Latin Jazz, Cuba,Jazz,Latin Music,World Music,Salsa,Caribbean & Cuba,Latin Jazz"
1511,1991,B000000XG5,5ad48530-a3c9-4416-87b7-40f385d21ffa,"Country Rock,Country,Southern Rock,Rock,Pop,Roots Rock,Rockabilly,Album-Oriented Rock (AOR),Oldies & Retro,Classic Rock"
1512,1992,B000000XG7,50bd6d31-8a2a-4358-9e84-e99065e4e4b1,"Country Rock,Country,Southern Rock,Rock,Pop,Roots Rock,Rockabilly,Album-Oriented Rock (AOR),Oldies & Retro,Classic Rock"
1513,1993,B000000XH6,ec49b09e-71ec-47ad-a53c-3c3ada9ab0ea,"Smooth Jazz,Jazz,Pop,Soul-Jazz & Boogaloo,Bebop"
